date,product_id,product_name,sales_qty,stock_level,lead_time_days,days_until_replenishment,cost_price,unit_price,stockout_event
2026-03-31,P002,Oat Milk Premium 1L,49,430,3,0,0.85,1.99,0
2026-04-01,P002,Oat Milk Premium 1L,55,375,3,0,0.85,1.99,0
2026-04-02,P002,Oat Milk Premium 1L,52,323,3,0,0.85,1.99,0
2026-04-03,P002,Oat Milk Premium 1L,81,242,3,0,0.85,1.99,0
2026-04-04,P002,Oat Milk Premium 1L,93,149,3,2,0.85,1.99,0
2026-04-05,P002,Oat Milk Premium 1L,44,105,3,1,0.85,1.99,0
2026-04-06,P002,Oat Milk Premium 1L,51,954,3,0,0.85,1.99,0
2026-04-07,P002,Oat Milk Premium 1L,63,891,3,0,0.85,1.99,0
2026-04-08,P002,Oat Milk Premium 1L,61,830,3,0,0.85,1.99,0
2026-04-09,P002,Oat Milk Premium 1L,41,789,3,0,0.85,1.99,0
2026-04-10,P002,Oat Milk Premium 1L,68,721,3,0,0.85,1.99,0
2026-04-11,P002,Oat Milk Premium 1L,74,647,3,0,0.85,1.99,0
2026-04-12,P002,Oat Milk Premium 1L,57,590,3,0,0.85,1.99,0
2026-04-13,P002,Oat Milk Premium 1L,67,523,3,0,0.85,1.99,0
2026-04-14,P002,Oat Milk Premium 1L,56,467,3,0,0.85,1.99,0
2026-04-15,P002,Oat Milk Premium 1L,46,421,3,0,0.85,1.99,0
2026-04-16,P002,Oat Milk Premium 1L,52,369,3,0,0.85,1.99,0
2026-04-17,P002,Oat Milk Premium 1L,74,295,3,0,0.85,1.99,0
2026-04-18,P002,Oat Milk Premium 1L,73,222,3,0,0.85,1.99,0
2026-04-19,P002,Oat Milk Premium 1L,53,169,3,1,0.85,1.99,0
2026-04-20,P002,Oat Milk Premium 1L,57,1012,3,0,0.85,1.99,0
2026-04-21,P002,Oat Milk Premium 1L,45,967,3,0,0.85,1.99,0
2026-04-22,P002,Oat Milk Premium 1L,61,906,3,0,0.85,1.99,0
2026-04-23,P002,Oat Milk Premium 1L,39,867,3,0,0.85,1.99,0
2026-04-24,P002,Oat Milk Premium 1L,67,800,3,0,0.85,1.99,0
2026-04-25,P002,Oat Milk Premium 1L,73,727,3,0,0.85,1.99,0
2026-04-26,P002,Oat Milk Premium 1L,58,669,3,0,0.85,1.99,0
2026-04-27,P002,Oat Milk Premium 1L,61,608,3,0,0.85,1.99,0
2026-04-28,P002,Oat Milk Premium 1L,50,558,3,0,0.85,1.99,0
2026-04-29,P002,Oat Milk Premium 1L,55,503,3,0,0.85,1.99,0
2026-04-30,P002,Oat Milk Premium 1L,53,450,3,0,0.85,1.99,0
2026-05-01,P002,Oat Milk Premium 1L,74,376,3,0,0.85,1.99,0
2026-05-02,P002,Oat Milk Premium 1L,88,288,3,0,0.85,1.99,0
2026-05-03,P002,Oat Milk Premium 1L,60,228,3,0,0.85,1.99,0
2026-05-04,P002,Oat Milk Premium 1L,52,176,3,3,0.85,1.99,0
2026-05-05,P002,Oat Milk Premium 1L,60,116,3,2,0.85,1.99,0
2026-05-06,P002,Oat Milk Premium 1L,55,61,3,1,0.85,1.99,0
2026-05-07,P002,Oat Milk Premium 1L,61,900,3,0,0.85,1.99,1
2026-05-08,P002,Oat Milk Premium 1L,65,835,3,0,0.85,1.99,0
2026-05-09,P002,Oat Milk Premium 1L,77,758,3,0,0.85,1.99,0
2026-05-10,P002,Oat Milk Premium 1L,43,715,3,0,0.85,1.99,0
2026-05-11,P002,Oat Milk Premium 1L,45,670,3,0,0.85,1.99,0
2026-05-12,P002,Oat Milk Premium 1L,59,611,3,0,0.85,1.99,0
2026-05-13,P002,Oat Milk Premium 1L,51,560,3,0,0.85,1.99,0
2026-05-14,P002,Oat Milk Premium 1L,53,507,3,0,0.85,1.99,0
2026-05-15,P002,Oat Milk Premium 1L,86,421,3,0,0.85,1.99,0
2026-05-16,P002,Oat Milk Premium 1L,83,338,3,0,0.85,1.99,0
2026-05-17,P002,Oat Milk Premium 1L,48,290,3,0,0.85,1.99,0
2026-05-18,P002,Oat Milk Premium 1L,53,237,3,0,0.85,1.99,0
2026-05-19,P002,Oat Milk Premium 1L,57,180,3,4,0.85,1.99,0
2026-05-20,P002,Oat Milk Premium 1L,40,140,3,3,0.85,1.99,0
2026-05-21,P002,Oat Milk Premium 1L,45,95,3,2,0.85,1.99,0
2026-05-22,P002,Oat Milk Premium 1L,78,17,3,1,0.85,1.99,0
2026-05-23,P002,Oat Milk Premium 1L,17,900,3,0,0.85,1.99,1
2026-05-24,P002,Oat Milk Premium 1L,59,841,3,0,0.85,1.99,0
2026-05-25,P002,Oat Milk Premium 1L,40,801,3,0,0.85,1.99,0
2026-05-26,P002,Oat Milk Premium 1L,51,750,3,0,0.85,1.99,0
2026-05-27,P002,Oat Milk Premium 1L,51,699,3,0,0.85,1.99,0
2026-05-28,P002,Oat Milk Premium 1L,57,642,3,0,0.85,1.99,0
2026-05-29,P002,Oat Milk Premium 1L,68,574,3,0,0.85,1.99,0
2026-05-30,P002,Oat Milk Premium 1L,82,492,3,0,0.85,1.99,0
2026-05-31,P002,Oat Milk Premium 1L,49,443,3,0,0.85,1.99,0
2026-06-01,P002,Oat Milk Premium 1L,49,394,3,0,0.85,1.99,0
2026-06-02,P002,Oat Milk Premium 1L,57,337,3,0,0.85,1.99,0
2026-06-03,P002,Oat Milk Premium 1L,47,290,3,0,0.85,1.99,0
2026-06-04,P002,Oat Milk Premium 1L,56,234,3,0,0.85,1.99,0
2026-06-05,P002,Oat Milk Premium 1L,82,152,3,4,0.85,1.99,0
2026-06-06,P002,Oat Milk Premium 1L,86,66,3,3,0.85,1.99,0
2026-06-07,P002,Oat Milk Premium 1L,56,10,3,2,0.85,1.99,0
2026-06-08,P002,Oat Milk Premium 1L,10,0,3,1,0.85,1.99,1
2026-06-09,P002,Oat Milk Premium 1L,0,900,3,0,0.85,1.99,1
2026-06-10,P002,Oat Milk Premium 1L,67,833,3,0,0.85,1.99,0
2026-06-11,P002,Oat Milk Premium 1L,51,782,3,0,0.85,1.99,0
2026-06-12,P002,Oat Milk Premium 1L,76,706,3,0,0.85,1.99,0
2026-06-13,P002,Oat Milk Premium 1L,96,610,3,0,0.85,1.99,0
2026-06-14,P002,Oat Milk Premium 1L,44,566,3,0,0.85,1.99,0
2026-06-15,P002,Oat Milk Premium 1L,64,502,3,0,0.85,1.99,0
2026-06-16,P002,Oat Milk Premium 1L,49,453,3,0,0.85,1.99,0
2026-06-17,P002,Oat Milk Premium 1L,63,390,3,0,0.85,1.99,0
2025-06-18,P003,Eco Dishwasher Tabs,20,130,7,0,4.2,8.99,0
2025-06-19,P003,Eco Dishwasher Tabs,16,114,7,0,4.2,8.99,0
2025-06-20,P003,Eco Dishwasher Tabs,23,91,7,7,4.2,8.99,0
2025-06-21,P003,Eco Dishwasher Tabs,9,82,7,6,4.2,8.99,0
2025-06-22,P003,Eco Dishwasher Tabs,9,73,7,5,4.2,8.99,0
2025-06-23,P003,Eco Dishwasher Tabs,17,56,7,4,4.2,8.99,0
2025-06-24,P003,Eco Dishwasher Tabs,13,43,7,3,4.2,8.99,0
2025-06-25,P003,Eco Dishwasher Tabs,16,27,7,2,4.2,8.99,0
2025-06-26,P003,Eco Dishwasher Tabs,14,13,7,1,4.2,8.99,0
2025-06-27,P003,Eco Dishwasher Tabs,13,225,7,0,4.2,8.99,1
2025-06-28,P003,Eco Dishwasher Tabs,21,204,7,0,4.2,8.99,0
2025-06-29,P003,Eco Dishwasher Tabs,9,195,7,0,4.2,8.99,0
2025-06-30,P003,Eco Dishwasher Tabs,8,187,7,0,4.2,8.99,0
2025-07-01,P003,Eco Dishwasher Tabs,17,170,7,0,4.2,8.99,0
2025-07-02,P003,Eco Dishwasher Tabs,14,156,7,0,4.2,8.99,0
2025-07-03,P003,Eco Dishwasher Tabs,15,141,7,0,4.2,8.99,0
2025-07-04,P003,Eco Dishwasher Tabs,17,124,7,0,4.2,8.99,0
2025-07-05,P003,Eco Dishwasher Tabs,20,104,7,5,4.2,8.99,0
2025-07-06,P003,Eco Dishwasher Tabs,17,87,7,4,4.2,8.99,0
2025-07-07,P003,Eco Dishwasher Tabs,16,71,7,3,4.2,8.99,0
2025-07-08,P003,Eco Dishwasher Tabs,22,49,7,2,4.2,8.99,0
2025-07-09,P003,Eco Dishwasher Tabs,11,38,7,1,4.2,8.99,0
2025-07-10,P003,Eco Dishwasher Tabs,11,252,7,0,4.2,8.99,0
2025-07-11,P003,Eco Dishwasher Tabs,19,233,7,0,4.2,8.99,0
2025-07-12,P003,Eco Dishwasher Tabs,26,207,7,0,4.2,8.99,0
2025-07-13,P003,Eco Dishwasher Tabs,12,195,7,0,4.2,8.99,0
2025-07-14,P003,Eco Dishwasher Tabs,16,179,7,0,4.2,8.99,0
2025-07-15,P003,Eco Dishwasher Tabs,15,164,7,0,4.2,8.99,0
2025-07-16,P003,Eco Dishwasher Tabs,17,147,7,0,4.2,8.99,0
2025-07-17,P003,Eco Dishwasher Tabs,14,133,7,0,4.2,8.99,0
2025-07-18,P003,Eco Dishwasher Tabs,21,112,7,0,4.2,8.99,0
2025-07-19,P003,Eco Dishwasher Tabs,20,92,7,9,4.2,8.99,0
2025-07-20,P003,Eco Dishwasher Tabs,15,77,7,8,4.2,8.99,0
2025-07-21,P003,Eco Dishwasher Tabs,11,66,7,7,4.2,8.99,0
2025-07-22,P003,Eco Dishwasher Tabs,13,53,7,6,4.2,8.99,0
2025-07-23,P003,Eco Dishwasher Tabs,6,47,7,5,4.2,8.99,0
2025-07-24,P003,Eco Dishwasher Tabs,17,30,7,4,4.2,8.99,0
2025-07-25,P003,Eco Dishwasher Tabs,24,6,7,3,4.2,8.99,0
2025-07-26,P003,Eco Dishwasher Tabs,6,0,7,2,4.2,8.99,1
2025-07-27,P003,Eco Dishwasher Tabs,0,0,7,1,4.2,8.99,1
2025-07-28,P003,Eco Dishwasher Tabs,0,225,7,0,4.2,8.99,1
2025-07-29,P003,Eco Dishwasher Tabs,15,210,7,0,4.2,8.99,0
2025-07-30,P003,Eco Dishwasher Tabs,15,195,7,0,4.2,8.99,0
2025-07-31,P003,Eco Dishwasher Tabs,15,180,7,0,4.2,8.99,0
2025-08-01,P003,Eco Dishwasher Tabs,13,167,7,0,4.2,8.99,0
2025-08-02,P003,Eco Dishwasher Tabs,25,142,7,0,4.2,8.99,0
2025-08-03,P003,Eco Dishwasher Tabs,14,128,7,0,4.2,8.99,0
2025-08-04,P003,Eco Dishwasher Tabs,10,118,7,0,4.2,8.99,0
2025-08-05,P003,Eco Dishwasher Tabs,12,106,7,0,4.2,8.99,0
2025-08-06,P003,Eco Dishwasher Tabs,11,95,7,8,4.2,8.99,0
2025-08-07,P003,Eco Dishwasher Tabs,11,84,7,7,4.2,8.99,0
2025-08-08,P003,Eco Dishwasher Tabs,15,69,7,6,4.2,8.99,0
2025-08-09,P003,Eco Dishwasher Tabs,19,50,7,5,4.2,8.99,0
2025-08-10,P003,Eco Dishwasher Tabs,9,41,7,4,4.2,8.99,0
2025-08-11,P003,Eco Dishwasher Tabs,16,25,7,3,4.2,8.99,0
2025-08-12,P003,Eco Dishwasher Tabs,13,12,7,2,4.2,8.99,0
2025-08-13,P003,Eco Dishwasher Tabs,12,0,7,1,4.2,8.99,1
2025-08-14,P003,Eco Dishwasher Tabs,0,225,7,0,4.2,8.99,1
2025-08-15,P003,Eco Dishwasher Tabs,23,202,7,0,4.2,8.99,0
2025-08-16,P003,Eco Dishwasher Tabs,30,172,7,0,4.2,8.99,0
2025-08-17,P003,Eco Dishwasher Tabs,6,166,7,0,4.2,8.99,0
2025-08-18,P003,Eco Dishwasher Tabs,11,155,7,0,4.2,8.99,0
2025-08-19,P003,Eco Dishwasher Tabs,19,136,7,0,4.2,8.99,0
2025-08-20,P003,Eco Dishwasher Tabs,11,125,7,0,4.2,8.99,0
2025-08-21,P003,Eco Dishwasher Tabs,13,112,7,0,4.2,8.99,0
2025-08-22,P003,Eco Dishwasher Tabs,11,101,7,4,4.2,8.99,0
2025-08-23,P003,Eco Dishwasher Tabs,17,84,7,3,4.2,8.99,0
2025-08-24,P003,Eco Dishwasher Tabs,23,61,7,2,4.2,8.99,0
2025-08-25,P003,Eco Dishwasher Tabs,21,40,7,1,4.2,8.99,0
2025-08-26,P003,Eco Dishwasher Tabs,13,252,7,0,4.2,8.99,0
2025-08-27,P003,Eco Dishwasher Tabs,11,241,7,0,4.2,8.99,0
2025-08-28,P003,Eco Dishwasher Tabs,10,231,7,0,4.2,8.99,0
2025-08-29,P003,Eco Dishwasher Tabs,21,210,7,0,4.2,8.99,0
2025-08-30,P003,Eco Dishwasher Tabs,13,197,7,0,4.2,8.99,0
2025-08-31,P003,Eco Dishwasher Tabs,10,187,7,0,4.2,8.99,0
2025-09-01,P003,Eco Dishwasher Tabs,18,169,7,0,4.2,8.99,0
2025-09-02,P003,Eco Dishwasher Tabs,14,155,7,0,4.2,8.99,0
2025-09-03,P003,Eco Dishwasher Tabs,18,137,7,0,4.2,8.99,0
2025-09-04,P003,Eco Dishwasher Tabs,7,130,7,0,4.2,8.99,0
2025-09-05,P003,Eco Dishwasher Tabs,20,110,7,0,4.2,8.99,0
2025-09-06,P003,Eco Dishwasher Tabs,19,91,7,7,4.2,8.99,0
2025-09-07,P003,Eco Dishwasher Tabs,18,73,7,6,4.2,8.99,0
2025-09-08,P003,Eco Dishwasher Tabs,13,60,7,5,4.2,8.99,0
2025-09-09,P003,Eco Dishwasher Tabs,15,45,7,4,4.2,8.99,0
2025-09-10,P003,Eco Dishwasher Tabs,6,39,7,3,4.2,8.99,0
2025-09-11,P003,Eco Dishwasher Tabs,17,22,7,2,4.2,8.99,0
2025-09-12,P003,Eco Dishwasher Tabs,15,7,7,1,4.2,8.99,0
2025-09-13,P003,Eco Dishwasher Tabs,7,225,7,0,4.2,8.99,1
2025-09-14,P003,Eco Dishwasher Tabs,16,209,7,0,4.2,8.99,0
2025-09-15,P003,Eco Dishwasher Tabs,10,199,7,0,4.2,8.99,0
2025-09-16,P003,Eco Dishwasher Tabs,13,186,7,0,4.2,8.99,0
2025-09-17,P003,Eco Dishwasher Tabs,14,172,7,0,4.2,8.99,0
2025-09-18,P003,Eco Dishwasher Tabs,8,164,7,0,4.2,8.99,0
2025-09-19,P003,Eco Dishwasher Tabs,24,140,7,0,4.2,8.99,0
2025-09-20,P003,Eco Dishwasher Tabs,15,125,7,0,4.2,8.99,0
2025-09-21,P003,Eco Dishwasher Tabs,11,114,7,0,4.2,8.99,0
2025-09-22,P003,Eco Dishwasher Tabs,14,100,7,6,4.2,8.99,0
2025-09-23,P003,Eco Dishwasher Tabs,20,80,7,5,4.2,8.99,0
2025-09-24,P003,Eco Dishwasher Tabs,9,71,7,4,4.2,8.99,0
2025-09-25,P003,Eco Dishwasher Tabs,17,54,7,3,4.2,8.99,0
2025-09-26,P003,Eco Dishwasher Tabs,14,40,7,2,4.2,8.99,0
2025-09-27,P003,Eco Dishwasher Tabs,22,18,7,1,4.2,8.99,0
2025-09-28,P003,Eco Dishwasher Tabs,13,230,7,0,4.2,8.99,0
2025-09-29,P003,Eco Dishwasher Tabs,17,213,7,0,4.2,8.99,0
2025-09-30,P003,Eco Dishwasher Tabs,24,189,7,0,4.2,8.99,0
2025-10-01,P003,Eco Dishwasher Tabs,15,174,7,0,4.2,8.99,0
2025-10-02,P003,Eco Dishwasher Tabs,19,155,7,0,4.2,8.99,0
2025-10-03,P003,Eco Dishwasher Tabs,14,141,7,0,4.2,8.99,0
2025-10-04,P003,Eco Dishwasher Tabs,20,121,7,0,4.2,8.99,0
2025-10-05,P003,Eco Dishwasher Tabs,10,111,7,0,4.2,8.99,0
2025-10-06,P003,Eco Dishwasher Tabs,17,94,7,8,4.2,8.99,0
2025-10-07,P003,Eco Dishwasher Tabs,16,78,7,7,4.2,8.99,0
2025-10-08,P003,Eco Dishwasher Tabs,13,65,7,6,4.2,8.99,0
2025-10-09,P003,Eco Dishwasher Tabs,13,52,7,5,4.2,8.99,0
2025-10-10,P003,Eco Dishwasher Tabs,19,33,7,4,4.2,8.99,0
2025-10-11,P003,Eco Dishwasher Tabs,17,16,7,3,4.2,8.99,0
2025-10-12,P003,Eco Dishwasher Tabs,8,8,7,2,4.2,8.99,0
2025-10-13,P003,Eco Dishwasher Tabs,8,0,7,1,4.2,8.99,1
2025-10-14,P003,Eco Dishwasher Tabs,0,225,7,0,4.2,8.99,1
2025-10-15,P003,Eco Dishwasher Tabs,15,210,7,0,4.2,8.99,0
2025-10-16,P003,Eco Dishwasher Tabs,12,198,7,0,4.2,8.99,0
2025-10-17,P003,Eco Dishwasher Tabs,21,177,7,0,4.2,8.99,0
2025-10-18,P003,Eco Dishwasher Tabs,22,155,7,0,4.2,8.99,0
2025-10-19,P003,Eco Dishwasher Tabs,16,139,7,0,4.2,8.99,0
2025-10-20,P003,Eco Dishwasher Tabs,11,128,7,0,4.2,8.99,0
2025-10-21,P003,Eco Dishwasher Tabs,16,112,7,0,4.2,8.99,0
2025-10-22,P003,Eco Dishwasher Tabs,11,101,7,7,4.2,8.99,0
2025-10-23,P003,Eco Dishwasher Tabs,18,83,7,6,4.2,8.99,0
2025-10-24,P003,Eco Dishwasher Tabs,24,59,7,5,4.2,8.99,0
2025-10-25,P003,Eco Dishwasher Tabs,22,37,7,4,4.2,8.99,0
2025-10-26,P003,Eco Dishwasher Tabs,8,29,7,3,4.2,8.99,0
2025-10-27,P003,Eco Dishwasher Tabs,13,16,7,2,4.2,8.99,0
2025-10-28,P003,Eco Dishwasher Tabs,14,2,7,1,4.2,8.99,0
2025-10-29,P003,Eco Dishwasher Tabs,2,225,7,0,4.2,8.99,1
2025-10-30,P003,Eco Dishwasher Tabs,13,212,7,0,4.2,8.99,0
2025-10-31,P003,Eco Dishwasher Tabs,16,196,7,0,4.2,8.99,0
2025-11-01,P003,Eco Dishwasher Tabs,17,179,7,0,4.2,8.99,0
2025-11-02,P003,Eco Dishwasher Tabs,16,163,7,0,4.2,8.99,0
2025-11-03,P003,Eco Dishwasher Tabs,16,147,7,0,4.2,8.99,0
2025-11-04,P003,Eco Dishwasher Tabs,18,129,7,0,4.2,8.99,0
2025-11-05,P003,Eco Dishwasher Tabs,18,111,7,0,4.2,8.99,0
2025-11-06,P003,Eco Dishwasher Tabs,16,95,7,7,4.2,8.99,0
2025-11-07,P003,Eco Dishwasher Tabs,13,82,7,6,4.2,8.99,0
2025-11-08,P003,Eco Dishwasher Tabs,17,65,7,5,4.2,8.99,0
2025-11-09,P003,Eco Dishwasher Tabs,11,54,7,4,4.2,8.99,0
2025-11-10,P003,Eco Dishwasher Tabs,16,38,7,3,4.2,8.99,0
2025-11-11,P003,Eco Dishwasher Tabs,15,23,7,2,4.2,8.99,0
2025-11-12,P003,Eco Dishwasher Tabs,19,4,7,1,4.2,8.99,0
2025-11-13,P003,Eco Dishwasher Tabs,4,225,7,0,4.2,8.99,1
2025-11-14,P003,Eco Dishwasher Tabs,24,201,7,0,4.2,8.99,0
2025-11-15,P003,Eco Dishwasher Tabs,25,176,7,0,4.2,8.99,0
2025-11-16,P003,Eco Dishwasher Tabs,15,161,7,0,4.2,8.99,0
2025-11-17,P003,Eco Dishwasher Tabs,8,153,7,0,4.2,8.99,0
2025-11-18,P003,Eco Dishwasher Tabs,15,138,7,0,4.2,8.99,0
2025-11-19,P003,Eco Dishwasher Tabs,19,119,7,0,4.2,8.99,0
2025-11-20,P003,Eco Dishwasher Tabs,14,105,7,6,4.2,8.99,0
2025-11-21,P003,Eco Dishwasher Tabs,23,82,7,5,4.2,8.99,0
2025-11-22,P003,Eco Dishwasher Tabs,26,56,7,4,4.2,8.99,0
2025-11-23,P003,Eco Dishwasher Tabs,15,41,7,3,4.2,8.99,0
2025-11-24,P003,Eco Dishwasher Tabs,14,27,7,2,4.2,8.99,0
2025-11-25,P003,Eco Dishwasher Tabs,10,17,7,1,4.2,8.99,0
2025-11-26,P003,Eco Dishwasher Tabs,8,234,7,0,4.2,8.99,0
2025-11-27,P003,Eco Dishwasher Tabs,13,221,7,0,4.2,8.99,0
2025-11-28,P003,Eco Dishwasher Tabs,29,192,7,0,4.2,8.99,0
2025-11-29,P003,Eco Dishwasher Tabs,23,169,7,0,4.2,8.99,0
2025-11-30,P003,Eco Dishwasher Tabs,15,154,7,0,4.2,8.99,0
2025-12-01,P003,Eco Dishwasher Tabs,11,143,7,0,4.2,8.99,0
2025-12-02,P003,Eco Dishwasher Tabs,13,130,7,0,4.2,8.99,0
2025-12-03,P003,Eco Dishwasher Tabs,9,121,7,0,4.2,8.99,0
2025-12-04,P003,Eco Dishwasher Tabs,13,108,7,0,4.2,8.99,0
2025-12-05,P003,Eco Dishwasher Tabs,21,87,7,5,4.2,8.99,0
2025-12-06,P003,Eco Dishwasher Tabs,15,72,7,4,4.2,8.99,0
2025-12-07,P003,Eco Dishwasher Tabs,10,62,7,3,4.2,8.99,0
2025-12-08,P003,Eco Dishwasher Tabs,8,54,7,2,4.2,8.99,0
2025-12-09,P003,Eco Dishwasher Tabs,17,37,7,1,4.2,8.99,0
2025-12-10,P003,Eco Dishwasher Tabs,14,248,7,0,4.2,8.99,0
2025-12-11,P003,Eco Dishwasher Tabs,20,228,7,0,4.2,8.99,0
2025-12-12,P003,Eco Dishwasher Tabs,12,216,7,0,4.2,8.99,0
2025-12-13,P003,Eco Dishwasher Tabs,13,203,7,0,4.2,8.99,0
2025-12-14,P003,Eco Dishwasher Tabs,14,189,7,0,4.2,8.99,0
2025-12-15,P003,Eco Dishwasher Tabs,13,176,7,0,4.2,8.99,0
2025-12-16,P003,Eco Dishwasher Tabs,11,165,7,0,4.2,8.99,0
2025-12-17,P003,Eco Dishwasher Tabs,13,152,7,0,4.2,8.99,0
2025-12-18,P003,Eco Dishwasher Tabs,19,133,7,0,4.2,8.99,0
2025-12-19,P003,Eco Dishwasher Tabs,21,112,7,0,4.2,8.99,0
2025-12-20,P003,Eco Dishwasher Tabs,24,88,7,6,4.2,8.99,0
2025-12-21,P003,Eco Dishwasher Tabs,11,77,7,5,4.2,8.99,0
2025-12-22,P003,Eco Dishwasher Tabs,15,62,7,4,4.2,8.99,0
2025-12-23,P003,Eco Dishwasher Tabs,8,54,7,3,4.2,8.99,0
2025-12-24,P003,Eco Dishwasher Tabs,13,41,7,2,4.2,8.99,0
2025-12-25,P003,Eco Dishwasher Tabs,8,33,7,1,4.2,8.99,0
2025-12-26,P003,Eco Dishwasher Tabs,23,235,7,0,4.2,8.99,0
2025-12-27,P003,Eco Dishwasher Tabs,12,223,7,0,4.2,8.99,0
2025-12-28,P003,Eco Dishwasher Tabs,21,202,7,0,4.2,8.99,0
2025-12-29,P003,Eco Dishwasher Tabs,15,187,7,0,4.2,8.99,0
2025-12-30,P003,Eco Dishwasher Tabs,14,173,7,0,4.2,8.99,0
2025-12-31,P003,Eco Dishwasher Tabs,16,157,7,0,4.2,8.99,0
2026-01-01,P003,Eco Dishwasher Tabs,19,138,7,0,4.2,8.99,0
2026-01-02,P003,Eco Dishwasher Tabs,20,118,7,0,4.2,8.99,0
2026-01-03,P003,Eco Dishwasher Tabs,17,101,7,7,4.2,8.99,0
2026-01-04,P003,Eco Dishwasher Tabs,14,87,7,6,4.2,8.99,0
2026-01-05,P003,Eco Dishwasher Tabs,8,79,7,5,4.2,8.99,0
2026-01-06,P003,Eco Dishwasher Tabs,12,67,7,4,4.2,8.99,0
2026-01-07,P003,Eco Dishwasher Tabs,15,52,7,3,4.2,8.99,0
2026-01-08,P003,Eco Dishwasher Tabs,16,36,7,2,4.2,8.99,0
2026-01-09,P003,Eco Dishwasher Tabs,22,14,7,1,4.2,8.99,0
2026-01-10,P003,Eco Dishwasher Tabs,14,225,7,0,4.2,8.99,1
2026-01-11,P003,Eco Dishwasher Tabs,13,212,7,0,4.2,8.99,0
2026-01-12,P003,Eco Dishwasher Tabs,20,192,7,0,4.2,8.99,0
2026-01-13,P003,Eco Dishwasher Tabs,11,181,7,0,4.2,8.99,0
2026-01-14,P003,Eco Dishwasher Tabs,12,169,7,0,4.2,8.99,0
2026-01-15,P003,Eco Dishwasher Tabs,16,153,7,0,4.2,8.99,0
2026-01-16,P003,Eco Dishwasher Tabs,18,135,7,0,4.2,8.99,0
2026-01-17,P003,Eco Dishwasher Tabs,19,116,7,0,4.2,8.99,0
2026-01-18,P003,Eco Dishwasher Tabs,19,97,7,8,4.2,8.99,0
2026-01-19,P003,Eco Dishwasher Tabs,12,85,7,7,4.2,8.99,0
2026-01-20,P003,Eco Dishwasher Tabs,12,73,7,6,4.2,8.99,0
2026-01-21,P003,Eco Dishwasher Tabs,15,58,7,5,4.2,8.99,0
2026-01-22,P003,Eco Dishwasher Tabs,12,46,7,4,4.2,8.99,0
2026-01-23,P003,Eco Dishwasher Tabs,22,24,7,3,4.2,8.99,0
2026-01-24,P003,Eco Dishwasher Tabs,19,5,7,2,4.2,8.99,0
2026-01-25,P003,Eco Dishwasher Tabs,5,0,7,1,4.2,8.99,1
2026-01-26,P003,Eco Dishwasher Tabs,0,225,7,0,4.2,8.99,1
2026-01-27,P003,Eco Dishwasher Tabs,16,209,7,0,4.2,8.99,0
2026-01-28,P003,Eco Dishwasher Tabs,11,198,7,0,4.2,8.99,0
2026-01-29,P003,Eco Dishwasher Tabs,15,183,7,0,4.2,8.99,0
2026-01-30,P003,Eco Dishwasher Tabs,31,152,7,0,4.2,8.99,0
2026-01-31,P003,Eco Dishwasher Tabs,18,134,7,0,4.2,8.99,0
2026-02-01,P003,Eco Dishwasher Tabs,14,120,7,0,4.2,8.99,0
2026-02-02,P003,Eco Dishwasher Tabs,14,106,7,0,4.2,8.99,0
2026-02-03,P003,Eco Dishwasher Tabs,13,93,7,8,4.2,8.99,0
2026-02-04,P003,Eco Dishwasher Tabs,11,82,7,7,4.2,8.99,0
2026-02-05,P003,Eco Dishwasher Tabs,6,76,7,6,4.2,8.99,0
2026-02-06,P003,Eco Dishwasher Tabs,20,56,7,5,4.2,8.99,0
2026-02-07,P003,Eco Dishwasher Tabs,20,36,7,4,4.2,8.99,0
2026-02-08,P003,Eco Dishwasher Tabs,13,23,7,3,4.2,8.99,0
2026-02-09,P003,Eco Dishwasher Tabs,13,10,7,2,4.2,8.99,0
2026-02-10,P003,Eco Dishwasher Tabs,10,0,7,1,4.2,8.99,1
2026-02-11,P003,Eco Dishwasher Tabs,0,225,7,0,4.2,8.99,1
2026-02-12,P003,Eco Dishwasher Tabs,12,213,7,0,4.2,8.99,0
2026-02-13,P003,Eco Dishwasher Tabs,19,194,7,0,4.2,8.99,0
2026-02-14,P003,Eco Dishwasher Tabs,20,174,7,0,4.2,8.99,0
2026-02-15,P003,Eco Dishwasher Tabs,9,165,7,0,4.2,8.99,0
2026-02-16,P003,Eco Dishwasher Tabs,11,154,7,0,4.2,8.99,0
2026-02-17,P003,Eco Dishwasher Tabs,21,133,7,0,4.2,8.99,0
2026-02-18,P003,Eco Dishwasher Tabs,13,120,7,0,4.2,8.99,0
2026-02-19,P003,Eco Dishwasher Tabs,14,106,7,0,4.2,8.99,0
2026-02-20,P003,Eco Dishwasher Tabs,16,90,7,6,4.2,8.99,0
2026-02-21,P003,Eco Dishwasher Tabs,20,70,7,5,4.2,8.99,0
2026-02-22,P003,Eco Dishwasher Tabs,14,56,7,4,4.2,8.99,0
2026-02-23,P003,Eco Dishwasher Tabs,10,46,7,3,4.2,8.99,0
2026-02-24,P003,Eco Dishwasher Tabs,18,28,7,2,4.2,8.99,0
2026-02-25,P003,Eco Dishwasher Tabs,13,15,7,1,4.2,8.99,0
2026-02-26,P003,Eco Dishwasher Tabs,15,225,7,0,4.2,8.99,1
